goodreads_book_id,best_book_id,work_id,books_count,isbn,original_publication_year,original_title,language_code,average_rating,work_ratings_count,work_text_reviews_count,image_url
3558003,3558003,3600162,39,451225724,2008.0,Lord of Misrule,en-US,4.18,41199,1046,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
385742,385742,860408,59,439650763,2004.0,Gregor and the Prophecy of Bane,eng,4.17,32127,1683,https://images.gr-assets.com/books/1337457481m/385742.jpg
3002300,3002300,3032794,26,1416905855,2008.0,Chains,eng,4.09,33961,4202,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1629601,1629601,1623714,31,786838183,2008.0,The Disreputable History of Frankie Landau-Banks,en-US,3.82,38836,4763,https://images.gr-assets.com/books/1313980820m/1629601.jpg
44170,44170,918951,28,803731531,2004.0,The Looking Glass Wars,en-US,3.93,37993,3522,https://images.gr-assets.com/books/1354845928m/44170.jpg
151370,151370,1575861,41,312368577,1986.0,Many Waters,en-US,4.01,35400,1100,https://images.gr-assets.com/books/1330360643m/151370.jpg
792161,792161,1575365,98,439796636,1982.0,War Horse,eng,4.13,31591,3828,https://images.gr-assets.com/books/1360677423m/792161.jpg
10,10,21457570,6,439827604,2005.0,"Harry Potter Collection (Harry Potter, #1-6)",eng,4.73,26274,882,https://images.gr-assets.com/books/1328867351m/10.jpg
9475,9475,361223,51,439474299,2002.0,Midnight for Charlie Bone,en-US,3.79,34055,1614,https://images.gr-assets.com/books/1328868798m/9475.jpg
23395680,23395680,26653661,37,553499114,2015.0,Illuminae,eng,4.32,49187,13008,https://images.gr-assets.com/books/1443433956m/23395680.jpg
8811134,8811134,13685368,35,61449156,2012.0,Fear,en-US,4.25,35940,1785,https://images.gr-assets.com/books/1309186708m/8811134.jpg
9681214,9681214,14569146,27,373210264,2011.0,The Goddess Test,eng,3.83,47080,4839,https://images.gr-assets.com/books/1387217173m/9681214.jpg
9297774,9297774,14180376,21,62048503,2011.0,Eve,en-US,3.69,37764,3334,https://images.gr-assets.com/books/1389188190m/9297774.jpg
15595,15595,168119,33,006440630X,1995.0,The Midwife's Apprentice,eng,3.71,34145,1439,https://images.gr-assets.com/books/1305983479m/15595.jpg
8709524,8709524,18752278,26,1595143211,2014.0,Silver Shadows,en-US,4.37,42572,4250,https://images.gr-assets.com/books/1389304070m/8709524.jpg
5510384,5510384,5625827,10,1416950079,2009.0,Tricks,eng,4.29,29370,1587,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
53498,53498,984829,30,64409597,2001.0,Love That Dog,en-US,4.01,30977,3482,https://images.gr-assets.com/books/1415581593m/53498.jpg
12283261,12283261,17259372,31,1451635753,2012.0,Between the Lines,eng,3.58,33343,4891,https://images.gr-assets.com/books/1326314890m/12283261.jpg
7091713,7091713,7241833,27,451229738,2010.0,Kiss of Death,eng,4.22,35314,980,https://images.gr-assets.com/books/1270564957m/7091713.jpg
18553,18553,2351167,41,044022912X,1969.0,The Cay,en-US,3.74,27304,2041,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3238153,3238153,3272800,14,316025054,2009.0,North of Beautiful,en-US,3.92,32800,2110,https://images.gr-assets.com/books/1479868327m/3238153.jpg
4570768,4570768,4620119,22,803733569,2009.0,Willow,en-US,3.94,29766,1908,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
11861062,11861062,16484218,58,385742371,2012.0,Starters,eng,3.91,35524,4102,https://images.gr-assets.com/books/1358435131m/11861062.jpg
77391,77391,1404690,166,553213156,1939.0,Anne of Ingleside,en-US,4.05,38569,814,https://images.gr-assets.com/books/1285712495m/77391.jpg
9531,9531,3204657,42,078683787X,2006.0,Peter and the Shadow Thieves,en-US,4.15,30821,1289,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
123106,123106,2019821,24,670061018,2007.0,Twisted,eng,3.83,30650,2727,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
544424,544424,531712,24,738710180,2007.0,Leaving Paradise,eng,4.02,38657,2292,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2159225,2159225,2927650,38,316057800,2008.0,The Mysterious Benedict Society and the Perilous Journey,en-US,4.19,33844,2145,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
11112619,11112619,16035084,30,144240907X,2012.0,Fever,eng,3.79,38997,3219,https://images.gr-assets.com/books/1324955449m/11112619.jpg
9307674,9307674,14190669,41,1423161610,2012.0,The Last Guardian,eng,4.15,36931,1983,https://images.gr-assets.com/books/1330969364m/9307674.jpg
7600922,7600922,10018961,28,451231619,2010.0,Ghost Town,en-US,4.27,33431,1125,https://images.gr-assets.com/books/1268376325m/7600922.jpg
28547,28547,2971170,45,689860072,1977.0,Dragonsinger,eng,4.26,34877,608,https://images.gr-assets.com/books/1410942014m/28547.jpg
237320,237320,894503,27,64410471,2004.0,So B. It,eng,4.1,27496,2467,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1675216,1675216,3316094,30,1416954171,2008.0,Found,eng,3.97,32955,3412,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8306745,8306745,13155786,26,141699792X,2011.0,A World Without Heroes,en-US,4.07,28479,2513,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5201089,5201089,6627900,43,1741663016,2008.0,The Kings of Clonmel,eng,4.29,34595,971,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
19346451,19346451,26378005,43,62194720,2014.0,The Revenge of Seven,eng,4.28,29754,2460,https://images.gr-assets.com/books/1398024854m/19346451.jpg
7747263,7747263,7204808,24,1423121287,2010.0,Misguided Angel,en-US,3.93,34938,1214,https://images.gr-assets.com/books/1322343431m/7747263.jpg
3562,3562,1223124,137,055323370X,1923.0,Emily of New Moon,eng,4.09,34636,1152,https://images.gr-assets.com/books/1327883976m/3562.jpg
10959277,10959277,15876972,40,1595144919,2011.0,The Future of Us,en-US,3.58,36771,5271,https://images.gr-assets.com/books/1366214559m/10959277.jpg
11366397,11366397,16297209,20,1442445807,2013.0,The Program,eng,4.07,32905,4437,https://images.gr-assets.com/books/1344986164m/11366397.jpg
4570679,4570679,4620030,15,1416571736,2009.0,Going Too Far,en-US,3.93,35666,1673,https://images.gr-assets.com/books/1276962788m/4570679.jpg
16101126,16101126,19144117,24,670785601,2013.0,The Moon and More,eng,3.63,31583,3020,https://images.gr-assets.com/books/1426912781m/16101126.jpg
7800188,7800188,10780344,50,1595143424,2010.0,Virals,en-US,3.94,32237,2630,https://images.gr-assets.com/books/1278653923m/7800188.jpg
659612,659612,3311896,62,671729489,1984.0,Seeds of Yesterday,en-US,3.81,29465,610,https://images.gr-assets.com/books/1321685100m/659612.jpg
161887,161887,2079577,26,152052216,2003.0,East,en-US,4.14,32563,1966,https://images.gr-assets.com/books/1277997811m/161887.jpg
5152561,5152561,5219564,36,006121471X,2009.0,Fragile Eternity,en-US,3.83,38998,1839,https://images.gr-assets.com/books/1327813714m/5152561.jpg
3609763,3609763,3652514,35,316043125,2011.0,The Twilight Saga: The Official Guide,en-US,4.23,25092,851,https://images.gr-assets.com/books/1344265906m/3609763.jpg
138202,138202,2975988,19,609807900,2001.0,"Sloppy Firsts (Jessica Darling, #1)",eng,3.94,32540,1822,https://images.gr-assets.com/books/1320531275m/138202.jpg
13477676,13477676,19008613,37,316221333,2013.0,"Forgive Me, Leonard Peacock",eng,3.93,31077,4658,https://images.gr-assets.com/books/1370282544m/13477676.jpg
39963,39963,1207111,31,142401102,1998.0,A Long Way From Chicago,eng,3.92,28541,2041,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
18465566,18465566,26123543,17,1626720940,2014.0,This One Summer,eng,3.67,31965,3529,https://images.gr-assets.com/books/1456895195m/18465566.jpg
890143,890143,541421,25,689872992,2004.0,"The Clique (The Clique, #1)",en-GB,3.6,28457,2359,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2866413,2866413,2529437,18,1423110706,2008.0,The Dragon Heir,eng,4.14,29869,1067,https://images.gr-assets.com/books/1304657191m/2866413.jpg
7171876,7171876,6738352,11,1416950095,2010.0,"Fallout (Crank, #3)",eng,4.29,26362,1448,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
15768409,15768409,21474467,18,1442484233,2014.0,The Retribution of Mara Dyer,eng,4.14,38229,5714,https://images.gr-assets.com/books/1417969205m/15768409.jpg
18298225,18298225,25783143,14,62235672,2014.0,On the Fence,eng,4.04,32599,3716,https://images.gr-assets.com/books/1383229604m/18298225.jpg
6315602,6315602,6500841,28,373210035,2009.0,My Soul to Take,eng,3.88,37630,2547,https://images.gr-assets.com/books/1454287869m/6315602.jpg
9413044,9413044,14297146,26,62071130,2012.0,Everneath,en-US,3.76,38028,4343,https://images.gr-assets.com/books/1340210035m/9413044.jpg
18660447,18660447,26479163,22,006233638X,2015.0,Fill-in boyfrined,eng,3.92,33366,4302,https://images.gr-assets.com/books/1414605032m/18660447.jpg
161426,161426,1132968,74,553376055,2004.0,How I Live Now,eng,3.58,33294,4131,https://images.gr-assets.com/books/1327870252m/161426.jpg
47613,47613,1243291,39,439856264,2003.0,Mister Monday,eng,3.77,30722,1314,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
24137,24137,25037,49,60739428,1994.0,"Catherine, Called Birdy",eng,3.7,33034,1330,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
10816908,10816908,15730581,18,62026518,2012.0,The Crown of Embers,eng,4.2,35272,2864,https://images.gr-assets.com/books/1335241091m/10816908.jpg
18170039,18170039,25538638,14,62317148,2014.0,The Guard,eng,3.75,34837,2017,https://images.gr-assets.com/books/1380307008m/18170039.jpg
816870,816870,2683165,58,440442508,1943.0,Johnny Tremain,en-US,3.62,32906,1862,https://images.gr-assets.com/books/1308964858m/816870.jpg
6801582,6801582,7008092,48,61668060,2009.0,Spells,en-US,3.99,36223,1924,https://images.gr-assets.com/books/1328316409m/6801582.jpg
785453,785453,771451,38,440418518,2001.0,A Single Shard,eng,3.87,28532,2059,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6368610,6368610,6517530,25,61659223,2010.0,Radiant Shadows,en-US,3.97,34440,1338,https://images.gr-assets.com/books/1258758145m/6368610.jpg
14288998,14288998,19928978,35,62072099,2014.0,Into the Still Blue,eng,4.17,37218,3532,https://images.gr-assets.com/books/1417467183m/14288998.jpg
215543,215543,1946197,40,743437322,2003.0,The Lost City of Faar,eng,4.16,26256,605,https://images.gr-assets.com/books/1431400965m/215543.jpg
248482,248482,1139000,25,1582349061,2004.0,Enna Burning,eng,3.97,33826,3375,https://images.gr-assets.com/books/1388286936m/248482.jpg
93724,93724,2349900,38,60724692,2005.0,Twilight,eng,4.26,34286,979,https://images.gr-assets.com/books/1327959055m/93724.jpg
105999,105999,1174365,59,380709589,1983.0,Dear Mr. Henshaw,eng,3.7,29801,1248,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
556136,556136,2586820,25,618724834,2007.0,The Wednesday Wars,eng,4.06,28812,4870,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
24782,24782,2628,60,805080511,1967.0,Taran Wanderer,eng,4.14,30932,781,https://images.gr-assets.com/books/1406315774m/24782.jpg
2169506,2169506,1785549,24,152063110,2008.0,The Dead and the Gone,en-US,3.84,31088,2987,https://images.gr-assets.com/books/1266309782m/2169506.jpg
64481,64481,3337093,43,152053107,2003.0,A Northern Light,en-US,3.83,32172,3111,https://images.gr-assets.com/books/1376507768m/64481.jpg
20443207,20443207,31174003,26,374384711,2015.0,The Winner's Crime,eng,4.17,37404,5847,https://images.gr-assets.com/books/1411741455m/20443207.jpg
162719,162719,2979854,23,1416936491,1999.0,Just Ella,eng,3.75,31083,1439,https://images.gr-assets.com/books/1327897599m/162719.jpg
238360,238360,841287,15,1416900314,2005.0,Megan Meade's Guide to the McGowan Boys,en-US,3.93,30877,1362,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
21969786,21969786,22008332,38,1406350486,2013.0,More Than This,eng,4.03,30720,5247,https://images.gr-assets.com/books/1398164413m/21969786.jpg
7157310,7157310,7443037,25,1442402326,2010.0,Rot & Ruin,eng,4.1,28111,3291,https://images.gr-assets.com/books/1264898635m/7157310.jpg
9662386,9662386,8003906,43,140278404X,2011.0,Tiger's Quest,en-US,4.34,31309,2691,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2218252,2218252,3117158,41,61345695,2008.0,Rumors,en-US,3.85,33468,1772,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
93729,93729,1005489,83,60096098,2002.0,"Princess in Waiting (The Princess Diaries, #4)",eng,3.66,36292,844,https://images.gr-assets.com/books/1493531966m/93729.jpg
17234658,17234658,23752694,24,62278967,2014.0,A Thousand Pieces of You,eng,3.94,31985,5563,https://images.gr-assets.com/books/1400166295m/17234658.jpg
828084,828084,1685656,26,439692393,2002.0,Pictures of Hollis Woods,eng,4.0,24372,1699,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
530848,530848,518471,33,525478116,2007.0,The Chronicles of Vladimir Tod: Eighth Grade Bites,en-US,3.92,31398,2604,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
30324,30324,895781,33,440226686,1997.0,Blood and Chocolate,en-US,3.77,34858,2055,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7766027,7766027,10644152,38,316125849,2012.0,I Hunt Killers,en-CA,4.02,26849,3349,https://images.gr-assets.com/books/1333289403m/7766027.jpg
28763485,28763485,48954670,45,553496689,2016.0,The Sun Is Also a Star,eng,4.14,46465,8878,https://images.gr-assets.com/books/1459793538m/28763485.jpg
6380822,6380822,6568723,35,1606840576,2009.0,The Dark Divine,eng,3.81,34463,2473,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
12995284,12995284,10965443,31,62012010,2012.0,Dreamless,eng,4.2,33819,2230,https://images.gr-assets.com/books/1320248839m/12995284.jpg
6696602,6696602,6892257,24,312599072,2010.0,inf,en-US,4.04,34312,2731,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9893331,9893331,14785438,22,62081012,2011.0,Twisted,en-US,4.05,25519,1159,https://images.gr-assets.com/books/1316975768m/9893331.jpg
24779,24779,3007213,66,805080503,1966.0,The Castle of Llyr,eng,4.07,28880,738,https://images.gr-assets.com/books/1405714238m/24779.jpg
6289938,6289938,6474295,30,451228669,2009.0,Fade Out,en-US,4.2,34915,854,https://images.gr-assets.com/books/1327067249m/6289938.jpg
12588363,12588363,17603066,56,375990674,2012.0,Fallen in Love,eng,3.77,33324,1652,https://images.gr-assets.com/books/1362339849m/12588363.jpg
536982,536982,524423,32,1597372552,2003.0,The Never War,eng,4.12,25245,474,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
201342,201342,1178215,41,441006108,1990.0,Mattimeo,eng,4.02,27627,376,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
18079804,18079804,24802827,72,670016780,2014.0,Half Bad,eng,3.8,33104,5550,https://images.gr-assets.com/books/1413889712m/18079804.jpg
598117,598117,951154,52,64400204,1969.0,Sounder,en-US,3.96,24800,919,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7826116,7826116,7245151,42,1416971750,2010.0,Behemoth,en-US,4.18,31954,2449,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8960,8960,166363,56,316905747,2001.0,"Vampire Mountain (Cirque du Freak, #4) ",eng,4.16,25972,665,https://images.gr-assets.com/books/1255813254m/8960.jpg
207569,13164526,1282066,46,440779030,1983.0,The Sign of the Beaver,eng,3.77,25600,1317,https://images.gr-assets.com/books/1362166273m/207569.jpg
11313,11313,1358831,53,689840330,1977.0,Silver on the Tree,eng,4.16,27545,552,https://images.gr-assets.com/books/1364805592m/11313.jpg
9165406,9165406,14044509,13,547152604,2011.0,Okay for Now,en-US,4.19,25127,4481,https://images.gr-assets.com/books/1388860777m/9165406.jpg
8069535,8069535,12769820,23,1408810441,2010.0,Entice,en-GB,4.03,29382,1231,https://images.gr-assets.com/books/1305547585m/8069535.jpg
6368611,6368611,6556073,19,61659258,2011.0,Darkest Mercy,en-US,4.11,29977,1552,https://images.gr-assets.com/books/1278717537m/6368611.jpg
17332969,17332969,24065011,51,316234478,2013.0,The 100,eng,3.56,32930,4827,https://images.gr-assets.com/books/1377012321m/17332969.jpg
9666812,9666812,13306097,51,312656270,2011.0,Hades,eng,3.97,28626,1517,https://images.gr-assets.com/books/1478985289m/9666812.jpg
317282,317282,308098,21,374349460,2007.0,Memoirs of a Teenage Amnesiac,en-US,3.7,30640,2446,https://images.gr-assets.com/books/1317793286m/317282.jpg
7983,7983,551326,31,142501522,1992.0,Salamandastron,en-US,4.05,24566,249,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4932435,4932435,4998084,34,670072818,2008.0,Finnikin of the Rock,eng,3.93,33187,4036,https://images.gr-assets.com/books/1346007613m/4932435.jpg
8581936,8581936,13451137,27,61985864,2011.0,Supernaturally,en-US,3.92,33985,2251,https://images.gr-assets.com/books/1371926956m/8581936.jpg
8069828,8069828,12770588,16,1423144333,2012.0,The Crimson Crown,eng,4.48,28763,2208,https://images.gr-assets.com/books/1345041697m/8069828.jpg
89755,89755,1017370,24,152057803,1997.0,Tangerine,eng,3.61,24062,2269,https://images.gr-assets.com/books/1328875988m/89755.jpg
7992995,7992995,14936811,51,670063118,2011.0,Eona: The Last Dragoneye,eng,4.12,31455,2266,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
14570,14570,2905864,292,486455599,1874.0,Eight Cousins,eng,4.02,29751,832,https://images.gr-assets.com/books/1328864060m/14570.jpg
222576,222576,2887072,58,1416949674,1975.0,The Grey King,eng,4.18,29999,678,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9266776,9266776,14147627,5,61921262,2011.0,Epic Fail,en-US,3.73,30179,2201,https://images.gr-assets.com/books/1293626043m/9266776.jpg
8435445,8435445,13298975,32,399250573,2011.0,Scorpia Rising,eng,4.29,24512,984,https://images.gr-assets.com/books/1417405144m/8435445.jpg
6566616,6566616,6759560,43,399250565,2009.0,Crocodile Tears,eng,4.18,24561,759,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
433533,433533,1791604,282,553269224,1921.0,Rilla of Ingleside,eng,4.16,31379,1160,https://images.gr-assets.com/books/1285712722m/433533.jpg
10193062,10193062,15092213,23,312650094,2012.0,Outpost,en-US,4.12,27482,2003,https://images.gr-assets.com/books/1343084394m/10193062.jpg
10874177,10874177,15789500,31,031619008X,2013.0,Etiquette & Espionage,en-CA,3.79,34613,5256,https://images.gr-assets.com/books/1331952557m/10874177.jpg
58889,58889,1142894,29,590554085,1997.0,Sandry's Book,en-US,3.99,31992,809,https://images.gr-assets.com/books/1328860148m/58889.jpg
319644,319644,7792859,49,439791464,2006.0,Gregor and the Marks of Secret,eng,4.21,25671,1041,https://images.gr-assets.com/books/1397854344m/319644.jpg
18966322,18966322,26984416,22,449818438,2013.0,Mitosis,eng,3.87,22181,1477,https://images.gr-assets.com/books/1385570447m/18966322.jpg
7981456,7981456,12409139,22,547251270,2010.0,A Long Walk to Water,eng,4.23,24076,3832,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8811139,8811139,13685373,33,61449180,2013.0,Light,eng,4.4,26356,2459,https://images.gr-assets.com/books/1331533067m/8811139.jpg
13416236,13416236,18731533,19,1250011914,2012.0,Whispers at Moonrise ,eng,4.38,29922,1339,https://images.gr-assets.com/books/1331497103m/13416236.jpg
17237214,17237214,23756923,27,307931900,2013.0,Two Boys Kissing,eng,4.11,27058,3187,https://images.gr-assets.com/books/1364194940m/17237214.jpg
153779,153779,1624976,17,375814698,2009.0,"Bloodhound (Beka Cooper, #2)",eng,4.26,30570,993,https://images.gr-assets.com/books/1320443071m/153779.jpg
4935682,4935682,5001343,48,747594155,2009.0,Syren,eng,4.1,26679,746,https://images.gr-assets.com/books/1327949203m/4935682.jpg
32638,32638,1083086,47,60177241,1992.0,The Thief of Always,eng,4.18,22200,1275,https://images.gr-assets.com/books/1309239541m/32638.jpg
37739,37739,2630133,45,330398059,1974.0,Blubber,en-GB,3.78,27462,961,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2213324,2213324,2219112,32,545040523,2008.0,Airhead ,eng,3.77,34101,2002,https://images.gr-assets.com/books/1260574610m/2213324.jpg
3389671,3389671,3429537,29,152063846,2000.0,Jessica's Guide to Dating on the Dark Side,en-US,3.85,35481,2799,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8709528,8709528,18752344,27,159514322X,2015.0,The Ruby Circle,eng,4.22,32890,4043,https://images.gr-assets.com/books/1409815340m/8709528.jpg
28899,28899,7577,20,142407577,2006.0,Heat,en-US,3.97,16831,1229,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2855034,2855034,34491,54,61433012,2008.0,Nation,en-US,4.05,26588,2441,https://images.gr-assets.com/books/1426659151m/2855034.jpg
6596547,6596547,6790315,27,399252649,2010.0,Mockingbird,eng,4.18,23766,3626,https://images.gr-assets.com/books/1301271068m/6596547.jpg
903,903,1731888,25,808553038,1967.0,The Egypt Game,eng,3.81,28206,1140,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
11178225,11178225,16102692,45,039925692X,2013.0,Out of the Easy,eng,4.05,28925,4388,https://images.gr-assets.com/books/1339784547m/11178225.jpg
33569,33569,3200846,43,140389660,1971.0,"That Was Then, This Is Now",en-US,3.89,24028,1384,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9461872,9461872,14346762,27,385521227,2011.0,Sisterhood Everlasting,eng,3.9,29366,3796,https://images.gr-assets.com/books/1327878529m/9461872.jpg
23301545,23301545,41358233,36,1408859645,2014.0,The Sleeper and the Spindle,eng,3.9,24708,3642,https://images.gr-assets.com/books/1412343723m/23301545.jpg
688191,688191,674547,35,689872372,2006.0,Everlost,eng,3.94,25778,2431,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7824997,7824997,10872266,63,142428698,2010.0,"Theodore Boone, Kid Lawyer",eng,3.72,23368,2965,https://images.gr-assets.com/books/1275094812m/7824997.jpg
39980,39980,39678,30,142300705,2000.0,A Year Down Yonder,eng,4.1,24350,1635,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4516,4516,1882717,106,8423648990,1999.0,Marina,spa,3.99,24929,1976,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7849341,7849341,10966836,42,1450595987,2011.0,Tiger's Voyage,eng,4.35,26949,2140,https://images.gr-assets.com/books/1320459742m/7849341.jpg
112675,112675,108493,45,64473627,2001.0,Knocked out by my nunga-nungas,en-US,3.97,26587,590,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6512140,6512140,4733312,20,385733976,2009.0,Going Bovine,eng,3.65,27233,3602,https://images.gr-assets.com/books/1320391025m/6512140.jpg
6555517,6555517,6549320,36,385736843,2010.0,The Dead-Tossed Waves ,en-US,3.91,28001,2640,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8293938,8293938,13142485,30,385907508,2010.0,Moon Over Manifest,eng,4.02,24791,4041,https://images.gr-assets.com/books/1320541883m/8293938.jpg
16279856,16279856,22380916,46,385741391,2013.0,The Eye of Minds,eng,3.85,26536,3517,https://images.gr-assets.com/books/1358659346m/16279856.jpg
3304,3304,1266827,93,60535032,2002.0,La ciudad de las bestias,eng,3.69,22122,1155,https://images.gr-assets.com/books/1331488122m/3304.jpg
23225,23225,3239545,45,60751649,2003.0,Haunted,eng,4.15,31368,681,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
28553,28553,1592020,45,689860064,1979.0,"Dragondrums (Pern: Harper Hall, #3)",eng,4.04,27874,429,https://images.gr-assets.com/books/1410942131m/28553.jpg
4758093,4758093,4822885,30,61767581,2009.0,L.A. Candy,en-US,3.36,23402,2076,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6618272,6618272,6812394,47,1440154236,2009.0,The Siren,eng,3.78,32274,4550,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
22910900,22910900,42475450,40,1406331163,2015.0,The Rest of Us Just Live Here,eng,3.76,29416,5689,https://images.gr-assets.com/books/1429800081m/22910900.jpg
18295852,18295852,24813023,31,316254770,2014.0,The Geography of You and Me,eng,3.68,25739,3043,https://images.gr-assets.com/books/1376408056m/18295852.jpg
7991200,7991200,12469574,46,1409521966,2010.0,Angel ,eng,3.89,29204,2217,https://images.gr-assets.com/books/1326626626m/7991200.jpg
11254850,11254850,16181497,23,1416997946,2012.0,"Seeds of Rebellion (Beyonders, #2)",eng,4.25,21071,1183,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
25689074,25689074,45517469,17,1250091845,2016.0,Stars Above,eng,4.27,32063,5123,https://images.gr-assets.com/books/1472473049m/25689074.jpg
215542,215542,524457,30,689869126,2005.0,The Rivers of Zadaa,eng,4.19,20945,317,https://images.gr-assets.com/books/1432151614m/215542.jpg
7285498,7285498,8520753,12,62002325,2011.0,Angelfire,en-US,3.93,28225,1977,https://images.gr-assets.com/books/1294531919m/7285498.jpg
20309175,20309175,28143699,39,1250059305,2014.0,My True Love Gave to Me: Twelve Holiday Stories,eng,3.73,26790,5521,https://images.gr-assets.com/books/1459353572m/20309175.jpg
9578590,9578590,14465478,17,1423121295,2011.0,Lost In Time,eng,4.05,24147,874,https://images.gr-assets.com/books/1298681924m/9578590.jpg
199786,199786,227520,49,60725125,2001.0,Ninth Key,eng,4.07,32154,862,https://images.gr-assets.com/books/1327954597m/199786.jpg
6202556,6202556,6383049,46,805088415,2009.0,The Evolution of Calpurnia Tate,en-US,3.97,24382,4019,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3678651,3678651,3722007,18,1423108760,2009.0,Bad Girls Don't Die,eng,4.07,22673,2389,https://images.gr-assets.com/books/1344514129m/3678651.jpg
